8.4	40.2857	1515.7143	55.46	4	4.5	3.2857	140.5714	8.670663636	448.2143	3.3	21.7714	2.4155
8.4	41.5455	1520	55.59	3.59	4.4	3.35	143.1364	8.670663636	456.8182	3	21.3	2.445
8.4	40.3333	1526.3889	56.8544	4.1344	4.3444	3.2889	141.1111	8.670663636	444.4444	3.2	21.0667	2.3873
8.4	41.6429	1529.2857	56.73	4	4.4	3.3643	143.5	8.670663636	460.7143	3	21.2	3.5714
8.19	40.4706	1552.3529	56.97	3.88	4.4	3.3	140.3529	8.670663636	455.8824	3.3	21.8941	4.065
8.4	41.8125	1585.625	56.64	4.26	4.3	3.3813	144.875	8.670663636	468.75	3.2	21.2	10.8475
8.19	40.7273	1523.6364	54.23	3.38	4.4	3.3118	142.7273	8.670663636	438.8636	2.9	21.8	2.1563
8.19	40.6316	1528.4211	55.21	3.7	4.5	3.3105	143.0526	8.670663636	457.8947	3.4	22	4.1825
8.4	42.4545	1576.3636	55.45	4	4.4	3.3909	145.8182	8.670663636	459.0909	3.3	21.4	0.7813
8.4	42	1543.3333	55.47	4.4	4.5	3.3857	146.6667	8.670663636	457.1429	3.4	22.8	1.4354
8.4	40.875	1556.875	54.71	3.42	4.5	3.3125	141.25	8.670663636	470.3125	3.3	21.6	8.4444
8.4	41.7778	1562.2222	54.97	3.79	4.5	3.3778	144.3333	8.670663636	455.5556	3.5	22	4.5198
8.19	40.4	1538	55.29	4.51	4.4	3.3	140.4	8.670663636	442.5	3.4	21.2	2.795
8.4	40.6	1553.3333	57.6	4.4	4.5	3.3	142.2667	8.670663636	470	3.4	22	6.8627
8.4	42.2	1596	56.88	4	4.4	3.4	148	8.670663636	470	3.5	21.1	6.4286
8	40.2632	1546.3158	54.13	3.43	4.4	3.3053	143.8947	8.670663636	446.0526	2.8	21.4	4.7872
8.19	41.5556	1525	55.67	3.76	4.5	3.3167	143.4444	8.670663636	442.7778	3.5	21.8	2.9954
8.19	41	1500	55.06	3.94	4.4	3.3286	143.7143	8.670663636	431.4286	3	21.2	2.2901
8.19	40.6667	1534	55.51	4.2	4.4067	3.3067	141.4667	8.670663636	465	3.4	21.2533	5.8252
8.19	42	1512.5	55.45	3	4.4	3.3917	146.25	8.670663636	450	3.2	21.4	4.5139
8.19	41.1875	1564.375	55.48	4.2	4.4	3.3375	143.25	8.670663636	446.25	3.2	22.8	1.8568
8.19	40.6667	1503.3333	55.63	4.4	4.5	3.3	141.4667	8.670663636	456.6667	3.3	22	3.8835
8.4	41.875	1502.5	54.89	4	4.5	3.375	144.5625	8.670663636	450	3.5	20.8	0.6173
8.19	40.6667	1564.6667	56.96	4.59	4.3	3.3067	143.8667	8.670663636	447.6667	3.3	21.4	8.1633
8.4	40.85	1520.5	56.53	3.4	4.4	3.315	143	8.670663636	462.5	3.3	21.6	4.8632
8.19	42	1512	55.81	3.8	4.09	3.38	146.2	8.670663636	450	3.2	20.2	1.087
8.19	40.7222	1507.2222	55.45	3.06	4.2	3.2833	144.2778	8.670663636	445.2778	3	21.2	2.1084
8.19	41	1535	57.85	3.8	4.3	3.325	144.3333	8.670663636	441.6667	3.5	21.2	1.6287
8.19	40.6842	1509.4737	56.59	3.2	4.4	3.3053	144.1053	8.670663636	459.2105	3.1	21.8	1.3029
8.19	40.5556	1540	55.73	4.49	4.4	3.3	144	8.670663636	440.5556	3.3	21.2	5.2632
8.4	41.7143	1503.3333	56.41	3.59	4.4	3.3714	145.0476	8.670663636	450	3.2	21.3	0.5195
8.4	40.8571	1541.4286	57.45	3.69	4.4	3.3143	142.8571	8.670663636	467.8571	3.2	22	8.9552
8.4	40.5238	1538.0952	55.84	4.09	4.5	3.3095	141.619	8.670663636	442.381	3.4	22.4	5.7627
8.19	40.5263	1510	55.91	4.4	4.4	3.3579	143.5789	8.670663636	450	3.4	20.8	3.5813
8.19	41.1333	1588.6667	56.21	4.59	4.5	3.32	143.0667	8.670663636	480	3.3	21.5	3.7931
8.4	40.4762	1554.7619	56.27	4.24	4.4	3.3048	144.2857	8.670663636	448.5714	3.4	22	4.5802
8.19	41.7368	1472.1053	56.19	4.2	4.4	3.3789	143.0526	8.670663636	450	3.2	20.2	4.5918
8.4	40.8235	1546.4706	56.4712	4.4	4.5	3.3118	142.4706	8.670663636	472.0588	3.4	21.2	5.919
8.4	40.9524	1540.4762	54.4943	4.12	4.4	3.319	143.1429	8.670663636	442.381	3.3	21.4762	6.7797
8.4	41.6316	1504.2105	56.45	4.4	4.4	3.3684	144.2105	8.670663636	450	3.2	21.8	0.8021
8.2147	41	1539.4118	56.8647	4.1265	4.4	3.3235	142.7059	8.670663636	470.5882	3.2882	21.9765	2.5253
8.19	40.8182	1592.2727	54.87	4.16	4.4	3.3136	143.2727	8.670663636	459.7727	3.2045	22.1	11.5625
8.4	41.875	1520	54.74	4	4.4	3.3833	146.2083	8.670663636	452.0833	3.2	21.8	1.9802
8.4	40.9167	1564.1667	55.22	4.19	4.4	3.325	142.6667	8.670663636	479.1667	3.2	22.2	6.7797
8.19	40.9167	1605	52.96	4.15	4.4	3.325	142.3333	8.670663636	471.6667	3.3	22.0667	2.5078
8.19	41.7368	1500.5263	55.26	4.2	4.3	3.3653	146.1579	8.670663636	450	3	21.4	2.9499
8.19	40.5882	1545.8824	55.08	4.59	4.4	3.3118	142.7059	8.670663636	467.6471	3.4	21.2	2.457
8.4	42.0455	1525.4545	54.12	3.59	4.4	3.3955	146.4091	8.670663636	454.5455	3	22.2	3.9063
8.19	41.1429	1589.0476	53.36	3.49	4.4	3.3286	142.381	8.670663636	449.0476	2.9	22.8	3.8567
8.4	40.25	1530.625	54.94	3.19	4.4	3.2875	142	8.670663636	462.5	3.4	21.8125	0.3922
8.19	40.2105	1506.3158	55.24	3.6	4.4	3.2947	142	8.670663636	459.2105	3.2	22	2.4845
8.4	41.8889	1523.8889	54.91	3.2789	4.3	3.3611	145.2778	8.670663636	455.5556	3	21.1	1.467
8.4	40.3158	1543.6842	54.6121	3.08	4.3105	3.2895	140.9474	8.670663636	443.6842	3	21.6632	2.4242
8.19	40.9412	1515.2941	55.18	2.96	4.3	3.3176	139.6471	8.670663636	437.6471	2.8	21.4	1.3514
8.4	41.75	1524.375	56.05	3.4981	4.4	3.3688	144.875	8.670663636	456.25	3.2312	21.4	1.636
8.4	40.4091	1566.8182	56.6432	3.27	4.4	3.2955	142.1818	8.670663636	467.0455	3.1364	21.0545	2.7295
8.19	40.7143	1560	54.62	2.99	4.2	3.3095	139.9048	8.670663636	452.381	2.8	21.8	0.8475
8.4	42.2	1574	55.926	3.79	4.4	3.4	145.8	8.670663636	470	3.2	22.8	1.1019
8.4	40.1875	1527.5	56.04	3	4.3	3.2813	143.5	8.670663636	464.0625	3.1	21.8	1.6807
8.4	40.9091	1546.3636	55.78	4.2691	4.3	3.3182	143.0909	8.670663636	449.5455	3.3	21.2	3.504
8.5	42	1573.3333	55.92	4.09	4.4	3.3867	145.6	8.670663636	473.3333	3.2	22.8	2.9126
8.6	40.75	1600	56.0955	3.46	4.3	3.295	143.8	8.670663636	476.25	3.2	22	4.6322
8.19	41.1111	1540.7407	55.35	3.66	4.4	3.3259	142.2963	8.670663636	441.6667	3	21.2444	0.8065
8.5	41.9333	1580.6667	55.63	3.5	4.4	3.3867	145.6667	8.670663636	473.3333	3.2	21.8	3.7578
8.4	40.375	1517.9167	55.46	3.9	4.4	3.2917	143.1667	8.670663636	459.375	3.2	22.6	1.5464
8.19	41.3333	1525	56.99	3	4.5	3.3444	144.5556	8.670663636	466.6667	3.2	22.3	6.6225
8.19	41.75	1585.8333	56.1	3.78	4.3	3.3625	142.3333	8.670663636	448.75	3	22.7	1.5584
8.4	40.1905	1526.6667	56.08	3.4	4.3	3.281	142.9524	8.670663636	464.2857	3.2	21.981	3.4146
8.19	41.6842	1518.4211	55.49	3.2	4.5	3.3684	145.1053	8.6	455.2632	3.3	21.8	6.5789
8.4	40.9444	1562.7778	54.94	3.9	4.5	3.3278	144.2222	8.670663636	449.4444	3.2	24	1.9569
8.19	40.25	1531.5	55.5	4.4	4.59	3.285	143.4	8.19	462.5	3.4	22.04	5.6478
8.4	41.5714	1524.2857	55.955	3.79	4.5	3.3714	143.1429	8.670663636	450	3.3	22.0857	2.8269
8.4	40.875	1557.5	55.39	4.03	4.5	3.325	144	8.5	447.5	3.3	23.5625	2.069
8.4	40.6667	1540	55.39	3.59	4.5	3.3167	144.6667	8.6	466.6667	3.3	22.0333	7.3913
8.6	41.1429	1577.8571	53.59	3.085	4.45	3.3286	144.8571	8.495	463.2143	3.1	23.5214	2.9885
8.6	41	1550	53.13	3	4.4	3.3	140	8.5	450	3.2	21.395	1.4151
8.4	40.6	1494	54.56	3.69	4.3	3.28	142.8	8.6	450	3.3	21.96	7.4561
8.295	41.3333	1558.3333	53.46	2.885	4.245	3.3333	145.5	8.65	455.8333	3.2	23.5167	4.4444
8.4	40.8571	1557.1429	54.27	3.66	4.2	3.3143	145.4286	8.6	450.7143	3	23.6857	3.3956
8.4	40.25	1556.25	53.93	3.13	4.2	3.2875	142	8.58	459.375	3.1	21.3863	2.122
8.4	41	1550	52.34	2.59	4.2	3.3333	143.6667	8.88	466.6667	3	23.4667	15.9574
8.19	40.7143	1548.5714	52.67	3.58	4.09	3.3143	146	8.69	447.8571	3	23.6	6.5903
8.4	40.5385	1535.3846	53.93	3.13	4.2	3.3077	143.2308	8.58	454.2308	3.1	22.0785	3.4921
8.19	41.75	1513.75	55.46	3.4	4.4	3.375	144.125	8.52	443.75	3.2	21.4613	4.0426
8.19	40.7143	1515.7143	55.16	2.44	4.2	3.3143	145.4286	8.41	438.5714	3	23.2571	1.8987
8.19	40.5556	1541.1111	55.06	3.3	4.4	3.3	142.8889	8.61	458.3333	3	22.3333	2.6786
8.19	40.4444	1510	54.5	2.42	4.3	3.2889	145.2222	8.69	436.6667	3	22.1333	3.6923
8.295	40.8571	1558.5714	55.795	2.8	4.35	3.3143	143.7143	8.56	471.4286	3.15	22.3143	1.182
8.19	41.5	1481.6667	55.76	3.2	4.4	3.35	144	8.56	433.3333	3.2	21.45	3.2634
8.19	41.1429	1492.8571	54.5	3.3	4.3	3.3286	144.2857	8.5	427.1429	3	22.4	1.3652
8.19	40.4286	1531.4286	55.3	3.2	4.4	3.3	144.2857	8.6	457.1429	3.1	22.0857	2.6578
8.19	41.75	1507.5	55.53	3.6	4.4	3.375	146.25	8.56	446.25	3.2	22.3875	7.2289
7.8	41.75	1507.5	56	2.54	4	3.375	146.375	8.52	430	2.8	22.45	3.0928
8	41	1548.3333	55.67	2.8	4.4	3.3167	145.3333	8.61	466.6667	3	22.7333	2.9499
8.19	41.1429	1491.4286	55.63	2.8	4.4	3.3286	142.5714	8.42	444.2857	3.1	22.0429	3.6468
8	41.5714	1507.1429	54.3	2.94	4.3	3.3571	147.4286	8.57	435.7143	3	22.3857	4.5213
8	40.8	1516	53.95	3.09	4.2	3.32	145.2	8.49	436	3	22.68	3.5955
8.19	41.75	1506.25	54.02	3	4.3	3.375	145.25	8.52	445	3	21.8	1.2788
8	40.6	1548	55.39	2.88	4.09	3.3	145.4	8.67	443	2.9	23.36	4.9608
8.19	41	1550	54.03	2.8	4.3	3.32	145.2	8.61	465	3	22.4	4.9327
8.19	41.875	1528.75	54.38	2.68	4.2	3.3875	145.125	8.58	448.75	3	22.625	4.7722
8.19	41.3333	1520	53.93	2.8	4.2	3.3333	144.6667	8.64	440	3	22.3667	2.2581
8.19	40.8333	1520	53.8	3.4	4.3	3.3	144.6667	8.6	466.6667	3.1	22.2	1.084
8.4	41.875	1563.75	53.81	3	4.3	3.3875	144	8.61	468.75	3.2	22.15	3.4965
8.19	40.625	1550	54.35	3.61	4.3	3.325	143	8.44	436.25	3.1	22.825	2.8504
8.19	41.2	1503	54.59	3.4	4.2	3.33	144.8	8.6	452.5	3.2	22.03	1.4286
8.19	41.8333	1491.6667	54.74	3.8	4.3	3.3833	146.3333	8.56	433.3333	3.2	21.35	1.0989
8	40.625	1505	54.13	3.93	4.3	3.3	144.5	8.61	435	3.1	21.95	2.537
8.19	41	1570	53.64	3.2	4.3	3.3143	144.2857	8.6	464.2857	3.2	22.2571	3.367
8.19	42.125	1506.25	54.69	3.4	4.3	3.4	148	8.5	441.25	3	21.4125	3.9627
8.19	41.125	1478.75	54.47	3.22	4.2	3.3375	142.5	8.68	446.875	3	21.475	1.6949
8.19	40.3333	1500	54.94	3.5	4.4	3.2833	144.6667	8.6	454.1667	3.1	22.2	0.9524
8.19	41.8571	1515.7143	54.61	2.8	4.4	3.3857	142.5714	8.6	454.2857	3	22.0857	2.3102
8	41.5	1555	54.65	2.99	4.3	3.36	144.9	8.57	446	2.9	23.1	4.3956
8.4	40.8571	1550	54.69	2.79	4.4	3.3286	144.8571	8.61	471.4286	3.1	22.9571	8.042
8.4	41.5	1562.5	54.71	3.19	4.4	3.35	141	8.46	462.5	3.2	21.9375	4.0346
8.19	41	1543.3333	53.8	3.28	4.4	3.3333	142.8889	8.56	441.1111	3	23.0667	4.1758
8.19	40.7143	1541.4286	54.87	3	4.4	3.3	143.7143	8.6	464.2857	3.3	22.2571	2.9178
8.19	42	1567.1429	54.41	2.8	4.4	3.3857	144.2857	8.55	468.5714	3.2	22.4143	4.1344
8.19	41.2222	1536.6667	54.63	3.66	4.3	3.3667	143.3333	8.64	443.3333	3	22.7333	4.9645
8.19	41.5	1491.25	54.85	2.4	4.3	3.35	143.625	8.6	440	3	23.0625	2.8881
8.19	41.3333	1535.5556	54.94	3.87	4.3	3.3556	143.7778	8.52	439.4444	3	22.4222	4.1575
8.19	40.2857	1517.1429	54.8	3.2	4.4	3.2943	143.7143	8.72	467.8571	3.2	22.5143	2.9412
8.19	41.6667	1520	55.3	2.5	4.4	3.35	142	8.76	440	3.2	23.4	1.3072
8	40.8333	1548.3333	53.38	2.77	4.3	3.3167	144	8.61	447.5	2.8	22.5333	4.0921
8.19	41	1548.3333	53.7	3.4	4.3	3.3167	145.3333	8.74	475	3.1	22.8333	3.2538
8.19	42.125	1512.5	54.63	2.8	4.3	3.4	144.75	8.52	445	3.2	22.5125	2.9762
8.4	40.5556	1555.5556	54.71	3.86	4.3	3.3	144.4444	8.72	448.3333	3.2	23.1333	4.3584
8.19	40.875	1491.25	54.59	3.4	4.3	3.3125	142	8.52	442.5	3	21.9237	0.838
8.19	40.75	1520	54.46	3	4.3	3.325	146	8.6	462.5	3.1	22	7.1875
8	40.375	1485	54.39	3	4.2	3.3	143.75	8.84	442.5	3	22.175	2.1505
8.19	41	1538	54.42	4.05	4.09	3.3	144.4	8.67	442	3.3	22.48	2.7842
8.19	40.1667	1520	54.81	3.4	4.3	3.3	144.6667	8.42	470.8333	3.2	22.4667	1.0753
8	40.625	1480	54.25	3.59	4.3	3.3	144.75	8.8	446.25	3	21.8125	4.886
8.19	40.8333	1550	54.25	3.52	4.3	3.3167	143.3333	8.77	446.6667	3	22.9	0.3745
8.4	41	1535	54.63	3.79	4.3	3.3	142	8.61	462.5	3.1	22.45	2.1552
8.19	41	1515.7143	54.33	3.7	4.4	3.3143	144.2857	8.85	438.5714	3	22.2	4.2636
8.19	40.75	1563.75	55.77	2.58	4.4	3.3125	145.625	8.82	448.125	2.8	23.275	4.0107
8.19	40.5	1490	54.05	3.4	4.4	3.275	143	8.61	450	3.2	22.5	3.937
8.19	41.5	1520	54.05	3.8	4.3	3.35	143.5	8.67	456.25	3.1	23.025	2.0513
8.19	40.5	1556.25	52.69	4	4.5	3.275	143.5	8.8	448.75	3	22.5125	7.3955
8.4	40.6667	1538.3333	53.5	4	4.3	3.3	144.6667	9	466.6667	3.3	23.1333	0.8427
8	41	1492.2222	57.05	2.73	4.3	3.3	142.4444	8.85	451.1111	2.8	23.2	0.5587
8.19	40.8	1553	54.73	3.48	4.4	3.32	145.3	8.91	450	3	22.84	7.561
8.4	40.5	1535	56.55	3.79	4.4	3.3	146.25	8.8	468.75	3.2	23.6	1.9169
8.19	41.3333	1523.3333	55.26	3.19	4.3	3.3333	143.3333	8.82	456.6667	3	23.2	3.7946
8	40.4545	1553.6364	55.57	2.67	4.4	3.3091	145.7273	8.71	453.6364	3	22.8	5.1576
8.19	40.7143	1548.5714	55.53	3.6	4.4	3.3143	146.7143	8.86	467.8571	3.2	23	1.269
8.19	41.3333	1510.8333	54.73	3.06	4.4	3.3333	144.4167	8.86	458.75	3	23.1167	3.3058
8.19	41	1555.5556	55.12	3.78	4.3	3.3222	145.5556	8.84	448.3333	3	23.0111	8.1794
8.19	40.8	1502	56.28	4.2	4.4	3.34	146	8.75	455	3.3	22.88	0.4739
8	41.5556	1530	54.55	3.33	4.4	3.3556	144.7778	8.64	459.4444	3.2	22.8222	1.5748
8.19	41	1531.4286	55.16	3.62	4.5	3.3286	144.8571	8.68	448.5714	3	22.3571	0.9804
8	41	1540	54.86	3.68	4.4	3.3167	143.3333	8.69	444.1667	3	22.65	4.0107
8.19	40.5	1548.3333	55.27	3.8	4.3	3.3	145.5	8.6	470.8333	3.2	22.7667	6.4449
8	40.625	1521.25	53.78	3.3	4.2	3.3	145	8.68	436.25	2.9	22.375	4.0359
8.19	40.75	1536.25	54.3	3.46	4.3	3.3	144	8.57	445	3.1	23.15	3.0928
8.19	41.3333	1493.3333	54.78	3.2	4.2	3.3333	143.3333	8.4	466.6667	3	22.2667	3.3457
8.19	40.5	1571	55.33	3.59	4.3	3.32	143.2	8.67	458.5	3	23.08	4.1304
8.19	40.8333	1490	56.44	3	4.2	3.3167	146.1667	8.19	462.5	2.9	21.9667	2.381
8.19	41.2857	1541.4286	55.77	2.58	4.3	3.3286	143.1429	8.72	455	3	23.8286	2.8011
8.19	40.625	1527.5	55.64	3.71	4.4	3.3125	143.5	8.64	451.25	3	22.375	4.8711
8.4	40.6667	1550	57.03	3.42	4.3	3.3	144	8.66	470.8333	3.65	23.3333	2.0548
8.19	41.5	1571.25	57.26	3.2	4.4	3.35	144.5	8.69	455	3.8	23.375	3.2746
8.19	41	1610	55.98	2.8	4.2	3.3	146	8.51	475	2.8	22.4	2.6846
8.19	41.5	1660	55.44	3.56	4.3	3.35	146.5	8.65	475	3	23.1	5.3371
8.19	40.7	1526	54.33	3.07	4.3	3.31	145.6	8.6	453.5	3	22.82	3.0612
8.19	39.8	1514	55.14	2.9	4.2	3.28	143.6	8.56	460	3.15	22.8	3.7037
8.19	41.75	1565	55.39	3.33	4.3	3.375	142	8.64	468.75	3	22.325	0.7833
8.19	40	1524.2857	55.17	3.52	4.3	3.2571	144.8571	8.61	471.4286	3.1	22.8286	2.8139
8	41.2222	1497.7778	55.23	3.83	4.3	3.3222	143.7778	8.52	434.4444	3	23.2889	0.545
8.19	40.8	1537	54.56	3.92	4.3	3.31	142.8	8.7	449.5	3.1	22.46	1.7857
8	40.8333	1510	54.56	2.89	4.3	3.3167	142.6667	8.69	444.1667	3	21.9	0.905
8.19	41.2	1515	55.63	2.73	4.4	3.32	143.2	8.72	438	3	23	1.2539
8.19	41.1	1566	54.63	3.2967	4.3	3.31	144.4	8.6633	453.5	3.0333	23.04	4.3038
8.19	40.1429	1550	55.0667	3.4	4.3	3.2857	144.2857	8.6	475	3.0667	23	4.2316
8.19	41.1429	1484.2857	55.99	3.15	4.2	3.3	141.4286	8.72	428.5714	3	23.2857	1.8692
8.19	40.5714	1515.7143	55.4	3.59	4.3	3.3	142	8.65	445.7143	3.1	22	3.2483
8.19	40	1473.3333	55.2	3.4	4.3	3.2667	146	8.6	458.3333	3	22.6	5.5363
8	41.5	1487	55.33	3.77	4.4	3.34	144.6	8.61	425	3.2	22.94	1.5228
8.19	40.75	1547.5	55.29	3.6	4.3	3.3	146	8.48	475	3.1	23.2	2.9661
8.19	41.2	1560	55.39	3.34	4.4	3.32	143.6	8.56	455	3.1	23.16	9.0253
8.19	40.875	1535	55.09	4.13	4.3	3.3125	142	8.63	445.625	3.3	22.375	3.4921
8.19	40.1429	1515.7143	55.24	3.6	4.3	3.2857	147.4286	8.6	460.7143	3.2	22.8	2.7708
8	41.2	1527	56.62	3.56	4.4	3.32	145.9	8.58	441	3	23.1	4.2373
8.19	40.2857	1557.1429	54.85	3.22	4.4	3.3	142	8.43	457.8571	3	22.7714	2.6525
8.19	40	1550	55.09	3.6	4.3	3.3	147.5	8.51	462.5	3	22.85	3.5608
8.19	41.1111	1498.8889	54.63	3.15	4.4	3.3	142.5556	8.52	435.5556	3	22.7778	1.9685
8.19	40.6667	1530	54.75	3.96	4.4	3.3111	142.4444	8.41	446.1111	3.1	22.4	4.1995
8.19	40.4	1582	54.7433	3.5	4.3333	3.28	145.4	8.7867	480	3.2	23.16	5.7057
8.19	41.6	1532	53.95	3.7	4.4	3.35	146.2	8.76	447	3.2	23.08	3.1381
8.19	40.4286	1524.2857	55.6	3.7	4.3	3.3143	142	8.8	445.7143	3.1	22.0571	1.4388
8.19	41.8	1572	56.53	3.86	4.4	3.3	143	8.6	446	3.2	23	1.4451
8.19	40.5	1505	55.32	3.6	4.3	3.3	146	8.6	451.25	3	22.95	1.9084
8.19	40.7	1538	56.76	3.78	4.4	3.32	139.6	8.69	452.5	3.1	22.26	2.8269
8.19	40	1505	57.62	4.2	4.3	3.275	146.25	8.8	456.25	3.2	22.7	2.6087
8.19	41.4	1516	54.8	4.3	4.4	3.33	144.7	8.69	434.5	3.2	22.48	3.0769
8.19	40.3333	1596.6667	54.92	3.66	4.3	3.2833	140.6667	8.85	465	3.1	23.2333	10.5114
8.19	40	1495	56.76	4.2	4.5	3.25	146	8.6	462.5	3.2	22.7	1.5748
8.19	41.4444	1543.3333	54.8	3.5	4.4	3.3333	144.3333	8.68	442.7778	3.2	22.5556	0.6928
8	40.5	1535	56.255	2.99	4.3	3.2875	143.625	8.77	445	3	22.1125	1.9293
8.19	40.6667	1501.6667	57.22	3.4	4.4	3.3	147.6667	8.8	460.8333	3.1	23.6333	4.3578
8	41.1429	1534.2857	57.22	3.8	4.3	3.3143	144.4286	8.74	433.5714	3.2	23.0857	5.0909
8.19	41.1111	1550	56.6	3.51	4.4	3.3222	141.5556	8.6	452.2222	3.1	21.8767	1.7751
8.19	40.2857	1524.2857	57.24	3.4	4.4	3.2857	147.4286	8.8	467.1429	3.1	23.0571	2.0231
8	41.3333	1516.6667	55.29	3.58	4.3	3.3333	146	8.82	437.0833	3.2	22.5667	1.4706
8	40.4286	1532.8571	54.61	3.3	4.4	3.3143	142.5714	8.68	447.1429	3	21.8	0
8.19	41	1502	57.33	3.2	4.3	3.32	146	8.8	454	3.1	22.84	4.1841
8.19	40.9	1578	56.21	3.42	4.3	3.29	143.3	8.72	451	3.2	22.66	5.042
8.19	40.8	1532	55.33	4.16	4.3	3.32	140.8	8.69	448	3.2	22.1	2.9661
8.4	39.6667	1510	56.73	4	4.3	3.2667	146	8.8	456.6667	3.1	22.8667	4.1667
8.19	41.375	1513.75	55.11	3.48	4.4	3.3375	143.625	8.61	438.75	3.2	22.725	3.2129
8.4	40.25	1542.5	56.55	3.95	4.3	3.3	142.5	8.69	447.5	3.158557647	22.3	2.3529
8.4	40.5	1521.6667	56.14	3.01	4.2	3.2667	151.1667	8.6	460	3	23.2	2.2039
8.19	41.3	1527	55.63	2.73	4.4	3.33	144.9	8.6	422	3	22.989	3.2258
8.19	40.4	1544	54.91	3.08	4.2	3.31	140.8	8.61	450	3	22.28	1.2891
8.4	40.8	1538	54.85	2.96	4.2	3.32	147	8.6	462	3.1	23.24	1.3889
8.19	41.5	1556.25	54.9	3.8	4.3	3.3425	144.75	8.61	466.25	3.2	23.025	3.6782
8.19	41.1	1543	56.39	3.19	4.3	3.34	139.6	8.64	453	3	22.46	1.25
8.4	40.5	1490	56.53	3.19	4.3	3.3	146	8.61	460	3.1	23.3	0.9288
8.19	41.1667	1520	55.14	3	4.3	3.3167	145.5	8.57	446.6667	3.2	22.9333	1.462
8.4	40.75	1545	55.34	3.67	4.4	3.3083	140.6667	8.71	451.6667	3.1	22.1833	0.4292
8.19	41.4286	1518.5714	56.37	3.8	4.3	3.3286	143.1429	8.76	440	3.2	22.6286	1.8672
